date,year,month,day,region,country,category,medicine,age_group,units_sold,unit_price,stock_level,expiry_days_remaining,covid_flag
2021-07-16,2021,7,16,East Asia,South Korea,Antibiotic,Azithromycin,46-65,471,25.95,46,268,1
2022-04-03,2022,4,3,Middle East,Saudi Arabia,Respiratory,Salbutamol,0-12,73,19.75,601,174,1
2020-09-28,2020,9,28,North America,USA,Vitamin,Vitamin C,13-25,159,8.05,215,270,1
2023-07-11,2023,7,11,Europe,UK,Respiratory,Salbutamol,13-25,333,16.52,1088,951,0
2022-04-17,2022,4,17,Europe,France,Cardiovascular,Atorvastatin,65+,434,22.37,15,578,1
2022-01-26,2022,1,26,South Asia,India,Respiratory,Salbutamol,13-25,244,18.22,1375,101,1
2022-06-08,2022,6,8,Middle East,Saudi Arabia,Vitamin,Vitamin C,26-45,455,11.11,189,457,1
2024-02-21,2024,2,21,South America,Colombia,Diabetes,Metformin,65+,30,15.43,1151,410,0
2024-09-17,2024,9,17,Africa,Nigeria,Antibiotic,Amoxicillin,26-45,37,26.13,1441,352,0
2023-03-29,2023,3,29,Middle East,Saudi Arabia,Chronic,Omeprazole,0-12,303,38.82,1740,955,0
2021-02-27,2021,2,27,North America,Mexico,Respiratory,Salbutamol,26-45,208,23.41,663,645,1
2020-04-09,2020,4,9,Africa,South Africa,Diabetes,Metformin,65+,312,14.48,545,614,1
2022-10-26,2022,10,26,Europe,UK,Vitamin,Vitamin C,65+,140,10.83,1205,359,1
2023-06-18,2023,6,18,South Asia,India,Respiratory,Salbutamol,65+,73,17.45,357,153,0
2024-07-01,2024,7,1,South Asia,India,Diabetes,Metformin,65+,102,14.16,578,459,0
2024-10-14,2024,10,14,Africa,Nigeria,Cardiovascular,Amlodipine,26-45,112,29.44,1319,332,0
2024-01-07,2024,1,7,Africa,South Africa,Pain_Relief,Ibuprofen,46-65,142,7.05,654,464,0
2021-05-22,2021,5,22,North America,USA,Pain_Relief,Paracetamol,26-45,252,9.47,1037,382,1
2023-03-29,2023,3,29,South Asia,India,Chronic,Omeprazole,13-25,134,46.98,1119,541,0
2025-07-06,2025,7,6,South America,Colombia,Antibiotic,Azithromycin,46-65,279,26.46,1125,524,0
2022-07-15,2022,7,15,East Asia,China,Chronic,Omeprazole,0-12,192,43.5,536,768,1
2024-12-28,2024,12,28,Oceania,New Zealand,Vitamin,Vitamin C,0-12,301,8.81,1397,82,0
2020-01-20,2020,1,20,Middle East,Saudi Arabia,Cardiovascular,Atorvastatin,26-45,346,23.01,43,335,1
2025-04-22,2025,4,22,Europe,France,Cardiovascular,Atorvastatin,26-45,79,25.21,1704,48,0
2021-01-22,2021,1,22,Oceania,Australia,Chronic,Omeprazole,65+,355,47.86,1263,222,1
2021-09-09,2021,9,9,Oceania,Australia,Chronic,Omeprazole,65+,350,45.41,1556,890,1
2022-10-28,2022,10,28,Middle East,UAE,Vitamin,Vitamin C,65+,421,10.24,279,96,1
2024-07-29,2024,7,29,South America,Argentina,Cardiovascular,Amlodipine,46-65,272,24.99,124,172,0
2025-10-29,2025,10,29,Europe,UK,Pain_Relief,Paracetamol,26-45,270,6.62,951,774,0
2025-06-30,2025,6,30,East Asia,South Korea,Chronic,Omeprazole,26-45,120,36.1,931,442,0
2020-02-06,2020,2,6,North America,Canada,Antibiotic,Amoxicillin,65+,83,31.6,1715,333,1
2024-10-21,2024,10,21,South Asia,Bangladesh,Cardiovascular,Atorvastatin,26-45,120,23.47,1622,61,0
2022-06-20,2022,6,20,Oceania,New Zealand,Chronic,Omeprazole,65+,450,44.0,364,258,1
2024-11-12,2024,11,12,East Asia,Japan,Respiratory,Salbutamol,26-45,82,18.34,630,842,0
2021-04-23,2021,4,23,South America,Colombia,Antibiotic,Azithromycin,46-65,106,30.22,1797,879,1
2024-03-14,2024,3,14,South Asia,Bangladesh,Respiratory,Salbutamol,26-45,236,20.03,1386,333,0
2025-07-16,2025,7,16,East Asia,China,Vitamin,Vitamin C,46-65,458,11.23,1260,76,0
2022-09-27,2022,9,27,North America,Mexico,Respiratory,Salbutamol,26-45,12,19.47,1401,282,1
2020-02-28,2020,2,28,South Asia,India,Antibiotic,Azithromycin,65+,208,31.41,1178,542,1
2025-07-02,2025,7,2,East Asia,China,Cough_Cold,Cough Syrup,46-65,344,14.31,38,157,0
2022-08-07,2022,8,7,South Asia,Bangladesh,Chronic,Omeprazole,46-65,332,43.84,663,385,1
2022-06-07,2022,6,7,South Asia,Bangladesh,Vitamin,Vitamin C,13-25,331,8.36,1328,41,1
2021-11-30,2021,11,30,South Asia,Bangladesh,Cough_Cold,Cough Syrup,13-25,377,12.64,236,246,1
2020-04-29,2020,4,29,South Asia,India,Pain_Relief,Ibuprofen,65+,38,9.09,172,500,1
2023-03-02,2023,3,2,Oceania,New Zealand,Cardiovascular,Atorvastatin,65+,159,23.22,1673,135,0
2023-06-22,2023,6,22,Oceania,New Zealand,Antibiotic,Azithromycin,46-65,268,33.14,1146,490,0
2024-11-30,2024,11,30,East Asia,Japan,Diabetes,Metformin,26-45,477,17.48,43,513,0
2023-10-23,2023,10,23,Middle East,Saudi Arabia,Pain_Relief,Ibuprofen,0-12,345,8.55,927,508,0
2025-09-07,2025,9,7,Middle East,Saudi Arabia,Cardiovascular,Amlodipine,65+,396,20.78,250,393,0
2020-05-04,2020,5,4,Oceania,New Zealand,Vitamin,Vitamin C,26-45,24,8.15,1322,186,1
2024-04-12,2024,4,12,South Asia,India,Cardiovascular,Amlodipine,65+,233,21.82,507,937,0
2022-08-07,2022,8,7,South America,Colombia,Vitamin,Vitamin C,65+,476,10.5,547,571,1
2025-09-03,2025,9,3,Oceania,Australia,Pain_Relief,Ibuprofen,65+,255,8.62,929,636,0
2023-06-10,2023,6,10,South Asia,Bangladesh,Diabetes,Metformin,26-45,43,15.76,1208,36,0
2021-06-13,2021,6,13,East Asia,South Korea,Vitamin,Vitamin C,65+,296,8.84,1758,73,1
2023-05-05,2023,5,5,North America,Mexico,Diabetes,Metformin,65+,127,14.47,611,686,0
2022-02-01,2022,2,1,South Asia,Bangladesh,Vitamin,Vitamin C,13-25,231,10.18,509,679,1
2020-12-03,2020,12,3,South Asia,India,Chronic,Omeprazole,13-25,297,33.4,526,820,1
2022-08-20,2022,8,20,Oceania,New Zealand,Diabetes,Metformin,26-45,12,12.88,1741,202,1
2021-08-04,2021,8,4,South America,Brazil,Cardiovascular,Amlodipine,65+,301,24.99,242,676,1
2020-03-17,2020,3,17,South Asia,Bangladesh,Chronic,Omeprazole,46-65,86,33.06,559,377,1
2024-07-22,2024,7,22,North America,USA,Pain_Relief,Paracetamol,26-45,369,8.96,1581,979,0
2024-10-12,2024,10,12,Africa,South Africa,Respiratory,Salbutamol,13-25,148,23.81,487,769,0
2024-05-13,2024,5,13,East Asia,South Korea,Cough_Cold,Cough Syrup,0-12,494,9.68,31,171,0
2020-02-08,2020,2,8,Africa,Nigeria,Respiratory,Salbutamol,26-45,223,18.86,617,63,1
2024-11-25,2024,11,25,South Asia,Bangladesh,Cardiovascular,Amlodipine,46-65,175,23.74,943,224,0
2021-11-26,2021,11,26,South America,Colombia,Diabetes,Metformin,46-65,42,14.62,105,943,1
2020-04-22,2020,4,22,South Asia,Bangladesh,Chronic,Omeprazole,65+,68,38.2,404,889,1
2025-06-22,2025,6,22,North America,USA,Cough_Cold,Cough Syrup,0-12,17,12.42,1328,282,0
2024-09-15,2024,9,15,East Asia,Japan,Respiratory,Salbutamol,13-25,64,17.18,549,237,0
2023-08-19,2023,8,19,South Asia,India,Diabetes,Metformin,65+,245,12.07,1476,91,0
2025-01-16,2025,1,16,Oceania,Australia,Respiratory,Salbutamol,65+,25,16.8,1220,780,0
2024-08-15,2024,8,15,Africa,South Africa,Vitamin,Vitamin C,0-12,338,9.99,1049,965,0
2021-12-25,2021,12,25,South Asia,Bangladesh,Vitamin,Vitamin C,0-12,370,8.55,813,130,1
2021-03-29,2021,3,29,Africa,Nigeria,Respiratory,Salbutamol,46-65,153,21.05,681,878,1
2025-10-05,2025,10,5,South America,Colombia,Vitamin,Vitamin C,0-12,32,8.54,949,72,0
2021-10-27,2021,10,27,South America,Brazil,Diabetes,Metformin,46-65,123,15.98,1698,66,1
2024-01-13,2024,1,13,South America,Brazil,Cough_Cold,Cough Syrup,26-45,260,13.65,40,225,0
2023-12-10,2023,12,10,Europe,UK,Cough_Cold,Cough Syrup,0-12,379,13.97,39,610,0
2023-08-07,2023,8,7,Oceania,New Zealand,Cough_Cold,Cough Syrup,26-45,142,10.25,133,640,0
2021-08-29,2021,8,29,Africa,South Africa,Vitamin,Vitamin C,0-12,87,8.87,409,154,1
2025-05-01,2025,5,1,Middle East,UAE,Vitamin,Vitamin C,13-25,165,10.12,1418,760,0
2023-01-03,2023,1,3,North America,Mexico,Chronic,Omeprazole,46-65,35,39.53,1070,149,0
2024-10-05,2024,10,5,Europe,UK,Diabetes,Metformin,26-45,183,16.21,1290,633,0
2020-10-20,2020,10,20,Europe,Italy,Vitamin,Vitamin C,65+,198,10.59,806,539,1
2024-08-28,2024,8,28,South America,Colombia,Chronic,Omeprazole,13-25,171,39.27,1628,742,0
2021-02-04,2021,2,4,Oceania,New Zealand,Pain_Relief,Paracetamol,13-25,196,6.56,42,631,1
2023-01-03,2023,1,3,Africa,South Africa,Antibiotic,Azithromycin,0-12,499,34.03,1031,628,0
2022-12-10,2022,12,10,Africa,South Africa,Vitamin,Vitamin C,26-45,353,9.85,1166,616,1
2022-02-11,2022,2,11,South Asia,India,Respiratory,Salbutamol,13-25,421,19.85,1362,79,1
2023-04-17,2023,4,17,Africa,South Africa,Cough_Cold,Cough Syrup,13-25,435,13.0,120,446,0
2024-03-13,2024,3,13,East Asia,China,Vitamin,Vitamin C,46-65,227,11.34,1257,836,0
2025-06-15,2025,6,15,Middle East,UAE,Cough_Cold,Cough Syrup,13-25,394,11.06,371,508,0
2021-09-09,2021,9,9,Middle East,Saudi Arabia,Vitamin,Vitamin C,0-12,181,11.52,1552,69,1
2022-09-06,2022,9,6,Europe,Germany,Respiratory,Salbutamol,46-65,26,17.51,1966,159,1
2022-06-07,2022,6,7,Europe,France,Diabetes,Metformin,65+,77,17.6,1798,239,1
2023-11-09,2023,11,9,East Asia,China,Cough_Cold,Cough Syrup,13-25,223,13.41,1704,954,0
2023-09-08,2023,9,8,Africa,South Africa,Diabetes,Metformin,46-65,478,16.16,28,286,0
2021-11-08,2021,11,8,Middle East,Saudi Arabia,Respiratory,Salbutamol,65+,441,17.17,429,308,1
2024-03-18,2024,3,18,North America,USA,Antibiotic,Azithromycin,0-12,293,28.92,107,776,0
2020-12-14,2020,12,14,Africa,Nigeria,Vitamin,Vitamin C,13-25,59,10.06,579,474,1
2024-11-03,2024,11,3,Africa,South Africa,Antibiotic,Amoxicillin,46-65,369,32.45,45,483,0
2024-09-24,2024,9,24,North America,USA,Vitamin,Vitamin C,65+,388,10.41,34,549,0
2025-08-07,2025,8,7,Oceania,Australia,Diabetes,Metformin,65+,111,16.87,1415,706,0
2024-08-11,2024,8,11,Oceania,Australia,Antibiotic,Azithromycin,26-45,92,30.88,227,380,0
2022-03-31,2022,3,31,Middle East,UAE,Cough_Cold,Cough Syrup,13-25,95,12.51,1235,63,1
2025-05-02,2025,5,2,Middle East,UAE,Antibiotic,Amoxicillin,65+,11,25.86,1771,403,0
2022-03-12,2022,3,12,North America,USA,Vitamin,Vitamin C,26-45,211,11.9,290,647,1
2023-01-20,2023,1,20,South America,Brazil,Cough_Cold,Cough Syrup,13-25,284,13.39,1134,640,0
2021-02-20,2021,2,20,Middle East,Saudi Arabia,Vitamin,Vitamin C,0-12,243,9.7,821,411,1
2023-06-30,2023,6,30,East Asia,China,Cardiovascular,Atorvastatin,46-65,444,23.77,628,644,0
2023-09-04,2023,9,4,Oceania,Australia,Diabetes,Metformin,65+,140,14.86,1575,514,0
2022-08-06,2022,8,6,North America,Canada,Respiratory,Salbutamol,46-65,321,20.56,837,713,1
2024-09-19,2024,9,19,Africa,Nigeria,Antibiotic,Amoxicillin,0-12,398,31.78,731,57,0
2025-11-05,2025,11,5,Africa,South Africa,Chronic,Omeprazole,65+,109,34.42,602,492,0
2023-06-03,2023,6,3,East Asia,China,Diabetes,Metformin,65+,159,16.31,158,361,0
2021-02-03,2021,2,3,Middle East,UAE,Vitamin,Vitamin C,26-45,322,9.25,44,131,1
2025-10-03,2025,10,3,North America,Mexico,Vitamin,Vitamin C,26-45,303,9.82,564,138,0
2025-03-27,2025,3,27,South Asia,Bangladesh,Cough_Cold,Cough Syrup,65+,457,10.64,1129,474,0
2022-08-27,2022,8,27,North America,Canada,Vitamin,Vitamin C,26-45,473,11.04,28,978,1
2022-04-06,2022,4,6,South Asia,Bangladesh,Diabetes,Metformin,65+,456,13.78,970,104,1
2021-09-19,2021,9,19,East Asia,Japan,Pain_Relief,Ibuprofen,13-25,109,8.87,962,700,1
2022-09-14,2022,9,14,South America,Colombia,Diabetes,Metformin,0-12,76,17.67,1091,85,1
2022-03-07,2022,3,7,North America,Mexico,Diabetes,Metformin,65+,474,15.16,11,435,1
2022-12-18,2022,12,18,Oceania,Australia,Cardiovascular,Atorvastatin,65+,162,22.25,1552,242,1
2024-09-16,2024,9,16,South America,Colombia,Antibiotic,Amoxicillin,13-25,18,32.03,129,792,0
2025-05-07,2025,5,7,Middle East,UAE,Pain_Relief,Ibuprofen,26-45,209,8.07,528,249,0
2021-03-20,2021,3,20,South Asia,Bangladesh,Diabetes,Metformin,65+,437,17.8,1185,449,1
2022-06-20,2022,6,20,Middle East,Saudi Arabia,Cardiovascular,Amlodipine,46-65,293,29.96,1282,856,1
2022-12-23,2022,12,23,Oceania,New Zealand,Antibiotic,Azithromycin,46-65,321,25.24,19,55,1
2025-05-17,2025,5,17,South Asia,Bangladesh,Cardiovascular,Amlodipine,65+,227,27.1,72,432,0
2023-12-22,2023,12,22,Middle East,Saudi Arabia,Chronic,Omeprazole,46-65,108,39.18,1521,756,0
2023-12-10,2023,12,10,North America,USA,Diabetes,Metformin,0-12,442,15.43,44,373,0
2021-01-22,2021,1,22,South America,Brazil,Antibiotic,Azithromycin,13-25,16,30.47,1104,551,1
2025-07-19,2025,7,19,Europe,UK,Respiratory,Salbutamol,0-12,338,21.46,467,319,0
2023-07-14,2023,7,14,East Asia,South Korea,Chronic,Omeprazole,46-65,65,32.89,1323,971,0
2020-04-13,2020,4,13,Middle East,Saudi Arabia,Diabetes,Metformin,46-65,342,17.37,442,263,1
2025-09-16,2025,9,16,North America,USA,Cough_Cold,Cough Syrup,13-25,198,9.94,190,716,0
2024-03-04,2024,3,4,South America,Colombia,Cardiovascular,Atorvastatin,65+,404,21.69,46,287,0
2022-05-28,2022,5,28,Oceania,Australia,Respiratory,Salbutamol,13-25,482,16.26,1032,267,1
2021-12-26,2021,12,26,Middle East,UAE,Vitamin,Vitamin C,26-45,269,10.64,42,426,1
2023-05-21,2023,5,21,Oceania,Australia,Vitamin,Vitamin C,26-45,481,11.81,513,729,0
2023-07-30,2023,7,30,East Asia,South Korea,Diabetes,Metformin,0-12,80,12.01,1514,490,0
2020-04-26,2020,4,26,North America,Canada,Antibiotic,Amoxicillin,26-45,234,32.87,366,593,1
2023-05-30,2023,5,30,Africa,South Africa,Diabetes,Metformin,65+,362,14.86,629,760,0
2020-02-18,2020,2,18,East Asia,Japan,Vitamin,Vitamin C,13-25,299,10.16,361,262,1
2021-03-08,2021,3,8,South Asia,Bangladesh,Respiratory,Salbutamol,0-12,444,19.61,1017,146,1
2020-08-11,2020,8,11,South Asia,Bangladesh,Antibiotic,Amoxicillin,26-45,360,34.84,25,908,1
2020-01-08,2020,1,8,South Asia,Bangladesh,Chronic,Omeprazole,26-45,414,40.86,1326,563,1
2024-02-03,2024,2,3,East Asia,China,Cardiovascular,Atorvastatin,0-12,375,20.45,1036,247,0
2020-07-24,2020,7,24,Middle East,Saudi Arabia,Cough_Cold,Cough Syrup,46-65,461,10.11,329,235,1
2022-04-24,2022,4,24,Oceania,Australia,Antibiotic,Amoxicillin,13-25,128,25.87,1438,407,1
2025-11-11,2025,11,11,Oceania,Australia,Cardiovascular,Atorvastatin,65+,201,27.77,842,971,0
2025-03-07,2025,3,7,Oceania,Australia,Cardiovascular,Atorvastatin,26-45,26,22.56,1418,110,0
2021-11-30,2021,11,30,Africa,South Africa,Cardiovascular,Amlodipine,65+,178,29.41,1354,118,1
2024-10-29,2024,10,29,Middle East,Saudi Arabia,Respiratory,Salbutamol,26-45,105,16.1,158,295,0
2021-11-11,2021,11,11,Middle East,UAE,Respiratory,Salbutamol,65+,374,21.89,87,970,1
2021-09-10,2021,9,10,North America,USA,Vitamin,Vitamin C,26-45,18,10.64,95,451,1
2022-10-01,2022,10,1,Oceania,Australia,Vitamin,Vitamin C,46-65,472,10.45,315,41,1
2023-12-06,2023,12,6,South America,Argentina,Cardiovascular,Amlodipine,0-12,75,27.94,50,804,0
2024-12-19,2024,12,19,North America,Mexico,Pain_Relief,Paracetamol,13-25,391,7.27,1078,189,0
2020-03-26,2020,3,26,East Asia,Japan,Diabetes,Metformin,46-65,175,13.1,1533,75,1
2020-06-27,2020,6,27,Middle East,Saudi Arabia,Pain_Relief,Paracetamol,13-25,199,7.66,1208,235,1
2020-07-01,2020,7,1,South America,Argentina,Antibiotic,Azithromycin,26-45,139,34.48,69,635,1
2020-02-08,2020,2,8,South America,Argentina,Pain_Relief,Paracetamol,46-65,434,6.75,1391,569,1
2025-08-14,2025,8,14,East Asia,China,Diabetes,Metformin,65+,318,16.88,1049,211,0
2020-09-22,2020,9,22,Middle East,UAE,Cough_Cold,Cough Syrup,13-25,145,10.3,1832,613,1
2021-10-17,2021,10,17,Africa,Nigeria,Pain_Relief,Paracetamol,13-25,377,6.58,66,928,1
2020-08-12,2020,8,12,Middle East,Saudi Arabia,Cough_Cold,Cough Syrup,65+,303,13.25,1087,820,1
2022-08-07,2022,8,7,Africa,Nigeria,Chronic,Omeprazole,65+,490,38.91,40,253,1
2025-06-10,2025,6,10,Europe,UK,Respiratory,Salbutamol,0-12,452,18.79,513,482,0
2024-07-15,2024,7,15,South America,Colombia,Chronic,Omeprazole,0-12,350,32.01,421,966,0
2020-03-29,2020,3,29,North America,Mexico,Antibiotic,Amoxicillin,46-65,401,26.33,317,289,1
2024-06-28,2024,6,28,North America,Mexico,Respiratory,Salbutamol,65+,184,20.28,18,808,0
2020-01-15,2020,1,15,North America,Mexico,Cardiovascular,Atorvastatin,26-45,485,21.6,344,265,1
2020-05-28,2020,5,28,South America,Argentina,Vitamin,Vitamin C,0-12,185,10.44,896,134,1
2021-09-28,2021,9,28,South America,Brazil,Respiratory,Salbutamol,13-25,25,16.75,1730,886,1
2023-10-10,2023,10,10,North America,Mexico,Pain_Relief,Ibuprofen,13-25,323,8.59,544,114,0
2021-01-17,2021,1,17,North America,Canada,Respiratory,Salbutamol,26-45,269,20.78,1298,49,1
2025-09-25,2025,9,25,South Asia,India,Diabetes,Metformin,46-65,250,15.46,92,637,0
2022-06-30,2022,6,30,South America,Argentina,Chronic,Omeprazole,65+,86,34.04,211,136,1
2024-02-19,2024,2,19,Africa,South Africa,Cardiovascular,Amlodipine,65+,488,20.0,1104,725,0
2021-12-07,2021,12,7,South Asia,India,Respiratory,Salbutamol,65+,102,23.72,605,886,1
2024-05-09,2024,5,9,Oceania,New Zealand,Vitamin,Vitamin C,46-65,270,8.4,1382,304,0
2021-03-30,2021,3,30,South America,Colombia,Chronic,Omeprazole,46-65,31,45.18,1120,675,1
2024-04-24,2024,4,24,Europe,Germany,Chronic,Omeprazole,65+,250,32.24,1677,99,0
2021-12-23,2021,12,23,South America,Brazil,Cardiovascular,Amlodipine,26-45,109,21.92,1741,167,1
2025-11-30,2025,11,30,Middle East,Saudi Arabia,Cardiovascular,Atorvastatin,26-45,338,23.12,762,600,0
2023-03-28,2023,3,28,South Asia,Bangladesh,Antibiotic,Amoxicillin,46-65,405,25.09,224,508,0
2021-04-07,2021,4,7,South America,Colombia,Respiratory,Salbutamol,26-45,170,20.22,988,753,1
2025-06-02,2025,6,2,Middle East,Saudi Arabia,Cough_Cold,Cough Syrup,26-45,68,14.34,1829,139,0
2025-03-04,2025,3,4,Africa,South Africa,Antibiotic,Amoxicillin,0-12,463,30.46,1142,780,0
2024-01-18,2024,1,18,Middle East,Saudi Arabia,Vitamin,Vitamin C,13-25,320,11.47,163,695,0
2020-04-22,2020,4,22,South America,Brazil,Cardiovascular,Amlodipine,0-12,269,24.63,735,733,1
2024-03-20,2024,3,20,Middle East,UAE,Cough_Cold,Cough Syrup,26-45,404,11.11,590,222,0
2022-10-15,2022,10,15,South America,Colombia,Chronic,Omeprazole,0-12,342,38.8,1637,158,1
2023-04-04,2023,4,4,South Asia,Bangladesh,Chronic,Omeprazole,65+,160,43.08,868,522,0
2020-06-02,2020,6,2,Oceania,New Zealand,Chronic,Omeprazole,26-45,403,46.83,1477,447,1
2025-04-02,2025,4,2,Oceania,New Zealand,Cardiovascular,Atorvastatin,46-65,421,21.65,378,229,0
2022-07-12,2022,7,12,Africa,South Africa,Vitamin,Vitamin C,26-45,98,10.75,406,781,1
2023-10-27,2023,10,27,Middle East,UAE,Cough_Cold,Cough Syrup,26-45,408,11.7,10,930,0
2024-12-03,2024,12,3,South Asia,India,Cough_Cold,Cough Syrup,26-45,79,13.01,1151,369,0
2022-08-06,2022,8,6,North America,Mexico,Diabetes,Metformin,13-25,439,12.39,401,480,1
2022-11-17,2022,11,17,North America,USA,Vitamin,Vitamin C,65+,97,11.87,823,703,1
2023-07-27,2023,7,27,Middle East,Saudi Arabia,Diabetes,Metformin,46-65,344,14.96,343,122,0
2020-07-22,2020,7,22,East Asia,Japan,Diabetes,Metformin,13-25,430,15.35,646,159,1
2024-06-25,2024,6,25,Europe,Italy,Diabetes,Metformin,46-65,384,14.81,34,229,0
2025-06-05,2025,6,5,East Asia,Japan,Cardiovascular,Atorvastatin,46-65,91,28.15,626,658,0
2021-12-19,2021,12,19,Middle East,Saudi Arabia,Respiratory,Salbutamol,13-25,494,19.04,201,260,1
2022-04-19,2022,4,19,Europe,Germany,Cough_Cold,Cough Syrup,13-25,304,12.4,1410,615,1
2023-01-07,2023,1,7,South Asia,Bangladesh,Diabetes,Metformin,46-65,43,14.37,1822,323,0
2020-02-24,2020,2,24,South Asia,India,Chronic,Omeprazole,0-12,280,33.89,43,180,1
2021-12-14,2021,12,14,South America,Brazil,Vitamin,Vitamin C,26-45,119,11.41,618,941,1
2020-12-09,2020,12,9,Oceania,Australia,Cough_Cold,Cough Syrup,13-25,185,10.92,1407,617,1
2022-10-06,2022,10,6,South America,Colombia,Vitamin,Vitamin C,26-45,179,8.3,1585,968,1
2024-03-05,2024,3,5,North America,Mexico,Chronic,Omeprazole,46-65,52,40.23,1040,828,0
2022-07-02,2022,7,2,Africa,Nigeria,Chronic,Omeprazole,65+,83,32.07,913,973,1
2020-05-05,2020,5,5,South America,Colombia,Respiratory,Salbutamol,0-12,76,18.33,1631,88,1
2024-02-17,2024,2,17,Africa,Nigeria,Chronic,Omeprazole,26-45,188,35.49,1519,982,0
2021-11-08,2021,11,8,Middle East,Saudi Arabia,Vitamin,Vitamin C,13-25,148,10.05,776,442,1
2025-11-10,2025,11,10,South Asia,India,Cough_Cold,Cough Syrup,0-12,296,14.38,945,734,0
2023-07-13,2023,7,13,Oceania,New Zealand,Pain_Relief,Paracetamol,26-45,62,8.06,779,554,0
2021-02-20,2021,2,20,Europe,Italy,Cardiovascular,Atorvastatin,65+,329,26.05,992,910,1
2023-03-12,2023,3,12,South Asia,India,Cardiovascular,Amlodipine,46-65,136,22.95,714,636,0
2024-10-30,2024,10,30,Africa,Nigeria,Respiratory,Salbutamol,65+,169,17.56,1479,176,0
2020-08-08,2020,8,8,South Asia,Bangladesh,Antibiotic,Azithromycin,65+,299,33.9,1532,973,1
2023-10-25,2023,10,25,Africa,South Africa,Chronic,Omeprazole,13-25,399,34.99,304,984,0
2023-09-15,2023,9,15,North America,Canada,Cardiovascular,Atorvastatin,26-45,138,28.19,792,252,0
2022-08-21,2022,8,21,South Asia,India,Antibiotic,Azithromycin,0-12,76,24.48,80,780,1
2024-12-05,2024,12,5,South America,Argentina,Cough_Cold,Cough Syrup,0-12,238,11.43,784,240,0
2024-04-08,2024,4,8,South America,Brazil,Cardiovascular,Amlodipine,65+,300,20.52,1587,90,0
2020-01-23,2020,1,23,East Asia,Japan,Cardiovascular,Amlodipine,65+,122,20.11,475,598,1
2023-04-13,2023,4,13,Africa,Nigeria,Diabetes,Metformin,46-65,421,15.59,1637,166,0
2025-03-01,2025,3,1,North America,Mexico,Antibiotic,Azithromycin,0-12,130,33.17,412,877,0
2023-06-11,2023,6,11,Middle East,Saudi Arabia,Cardiovascular,Atorvastatin,26-45,390,22.27,1131,315,0
2023-09-21,2023,9,21,East Asia,Japan,Cough_Cold,Cough Syrup,13-25,469,10.84,887,397,0
2022-04-19,2022,4,19,North America,USA,Antibiotic,Amoxicillin,26-45,13,35.57,105,740,1
2021-04-30,2021,4,30,East Asia,China,Diabetes,Metformin,13-25,471,12.45,224,390,1
2024-04-11,2024,4,11,Europe,Italy,Vitamin,Vitamin C,26-45,494,8.6,122,46,0
2021-06-01,2021,6,1,South America,Colombia,Vitamin,Vitamin C,26-45,91,11.35,696,125,1
2025-01-28,2025,1,28,Europe,Germany,Diabetes,Metformin,46-65,47,16.47,685,54,0
2024-12-02,2024,12,2,South Asia,India,Cough_Cold,Cough Syrup,13-25,351,14.04,446,241,0
2024-08-13,2024,8,13,East Asia,South Korea,Cardiovascular,Atorvastatin,65+,59,29.82,1446,779,0
2022-10-10,2022,10,10,Oceania,Australia,Diabetes,Metformin,0-12,278,17.01,945,180,1
2023-06-13,2023,6,13,North America,Canada,Diabetes,Metformin,46-65,10,13.12,1716,506,0
2025-07-04,2025,7,4,South America,Brazil,Cardiovascular,Amlodipine,46-65,240,20.17,1478,203,0
2024-09-30,2024,9,30,Europe,Italy,Cardiovascular,Atorvastatin,46-65,35,26.65,628,393,0
2020-09-06,2020,9,6,Europe,Italy,Antibiotic,Azithromycin,65+,74,24.7,1739,709,1
2022-02-02,2022,2,2,Middle East,UAE,Respiratory,Salbutamol,26-45,260,18.09,38,365,1
2020-01-07,2020,1,7,Middle East,Saudi Arabia,Antibiotic,Azithromycin,65+,151,33.01,175,125,1
2023-09-24,2023,9,24,East Asia,China,Antibiotic,Azithromycin,13-25,246,34.7,1197,281,0
2022-07-30,2022,7,30,South Asia,Bangladesh,Respiratory,Salbutamol,26-45,217,17.8,1126,126,1
2020-11-24,2020,11,24,Europe,Italy,Cough_Cold,Cough Syrup,13-25,125,10.72,643,837,1
2023-08-11,2023,8,11,Africa,South Africa,Chronic,Omeprazole,26-45,430,44.99,631,379,0
